epoch,loss,mean_squared_error
0,12388.833225222399,0.06172683735779167
1,11398.390076129106,0.05679198796351025
2,10699.541977931112,0.05330999732615739
3,9650.98774634837,0.04820652656806071
4,8660.114046372768,0.04318912162695612
5,7613.664887588389,0.03793472861939103
6,6946.307945084398,0.0346096503296799
7,6338.9846818812985,0.031638667951591835
8,5721.977816083264,0.028562479781305168
9,5195.356090684877,0.02588560194946336
10,4885.315525918111,0.024340836881884258
11,4611.169046117867,0.023042448929072604
12,4462.280405022321,0.022255409574508667
13,4256.642340221544,0.021208499497088203
14,4076.2574008468296,0.020309738794436854
15,3880.006109595326,0.019383473107187278
16,3756.4883419921875,0.018733060773355622
17,3635.0617105525776,0.018111498904054182
18,3496.6588036752964,0.017421911426405184
19,3409.1275014187836,0.017032591937700216
20,3309.896962248884,0.016506895928297724
21,3247.819844712306,0.016182081145064458
22,3180.8621487582686,0.01584846688855956
23,3112.5316788010405,0.015548347818263563
24,3063.2451028459823,0.015275868020100253
25,3015.096002509124,0.01502254363285364
26,2982.7183935903286,0.014861224110435396
27,2916.610783809638,0.014571728552688432
28,2876.293446651786,0.014343859507143498
29,2856.3785213275546,0.014231740792764581
30,2833.362453488538,0.014117064539098391
31,2783.1829827820625,0.013905701990371208
32,2744.125114090402,0.013685116938820907
33,2696.282625741332,0.013434071865367846
34,2676.9580461265396,0.013337789082994862
35,2618.0051370112483,0.013080601325005957
36,2583.539114313616,0.012884437854375158
37,2549.331663257014,0.012701897480844581
38,2535.7737698520186,0.012634346190241784
39,2519.920844238505,0.012585199794148275
40,2473.7901571847096,0.012335165990037578
41,2431.7648952511977,0.01211612685549542
42,2412.7039794921875,0.012021156629533881
43,2387.75201720772,0.01191665436044349
44,2367.228641022469,0.011813887898168991
45,2345.215245601905,0.011684897202780865
46,2332.3764871193544,0.011620928502784376
47,2317.9742601984326,0.011579908877320456
48,2305.789204143415,0.01149852498940059
49,2295.6304931640625,0.011437843693080393
50,2277.8695366852476,0.011349350676266816
51,2264.007987816727,0.011311287435089294
52,2250.706343722098,0.01122394147068262
53,2218.0746696082347,0.01105142536022476
54,2216.1314808643647,0.011041743487092482
55,2197.890892969131,0.010979756737708882
56,2186.1575018833705,0.010901867583606924
57,2200.683819179117,0.010964776593240072
58,2155.3171261975367,0.010738738785314299
59,2154.3214429741965,0.010763120401666913
60,2139.318712681362,0.010668735913293701
61,2129.631008176038,0.010610759227679376
62,2125.121308932339,0.010588289646391016
63,2113.558774866258,0.010561792296865116
64,2123.7656110351563,0.01059169255133186
65,2121.8435526381445,0.010571958891449183
66,2105.4386641230894,0.010490222507747856
67,2110.3495634270284,0.010545040831133973
68,2084.87408203125,0.010397666714446885
69,2079.4344834376425,0.010360658114408925
70,2069.953189599253,0.010313417980053129
71,2057.526770535045,0.01027450833785129
72,2051.6838368164063,0.010230069961718151
73,2045.861581621379,0.010193382882696651
74,2031.5833994176267,0.010122242387057874
75,2043.9414053114285,0.010210622074234258
76,2031.7936667550223,0.010132099595665932
77,2027.5017762567004,0.010101906418202132
78,1997.991838218522,0.009954874420769675
79,2006.4507621675832,0.010022844523507806
80,2014.3938101841518,0.010045199801240648
81,2012.8067043332287,0.010028689566075149
82,2001.0428631636348,0.00997007685461945
83,1971.4483449960867,0.009848404672302071
84,1967.6401307617186,0.009812046038678714
85,1978.9177508945884,0.009859839362520589
86,1967.9792507199475,0.009805339024857666
87,1960.9606662248564,0.00979754838550415
88,1937.3403484793528,0.009661524864179748
89,1945.794727631729,0.009694805814048453
90,1954.14694280694,0.00973642050173052
91,1949.593340362626,0.009740111605743694
92,1932.723940094866,0.009638255891416755
93,1934.5853757092552,0.009638956030762761
94,1940.9614418196852,0.009670724786382957
95,1924.0504125646644,0.009603273644411967
96,1909.0581396070577,0.009528062507071614
97,1929.2319353757985,0.009612283275129587
98,1911.9758064659843,0.009526305543054846
99,1906.8251109033672,0.009518888360465333
100,1888.9318967322063,0.009429169559797534
101,1886.0800255545735,0.009397281106071968
102,1903.7052705862227,0.009485098227423473
103,1916.9793962591348,0.009568860906249222
104,1894.198585947118,0.009454959528874802
105,1877.283971187842,0.009353455710122837
106,1859.0174355611314,0.00926244329919454
107,1865.3012410267415,0.009311914812787118
108,1858.9814635978835,0.009280018241793614
109,1864.3810099580862,0.009289167467912618
110,1860.2332723575787,0.00926850173268875
111,1849.0095136417908,0.009228886330591542
112,1833.661914862136,0.009151959236953586
113,1845.6240764534386,0.009195712170679203
114,1840.33802071453,0.009169374847526316
115,1843.7065046645064,0.009202462524615922
116,1839.8227060678844,0.009182773634793081
117,1846.368243363652,0.009199420418454347
118,1854.863395746607,0.009241747465936373
119,1826.7319750713746,0.009117877231360478
120,1846.1038517097895,0.009214261061658267
121,1836.5021495958315,0.009150263741204557
122,1812.6269308493954,0.009031306374410209
123,1839.4736539077933,0.00918166964531177
124,1820.4192593653597,0.009086640949727498
125,1826.9878860807767,0.009102859687277653
126,1848.5993741446168,0.009210538479370357
127,1804.6885272806737,0.009008292861980785
128,1786.3162725206585,0.00891643625919153
129,1799.881492447679,0.008967803628013951
130,1800.5090621614108,0.008970930608138986
131,1788.236633147005,0.008925637820512875
132,1788.217989297291,0.008925237897885907
133,1783.6529603387316,0.008886945930166836
134,1781.7620092238824,0.008877524409279988
135,1775.249885199106,0.00886034139334316
136,1767.9553635754937,0.008823657303620207
137,1778.9248425560277,0.008863388550515374
138,1765.4716141972228,0.008796358379079912
139,1773.5439714963863,0.008853149091576593
140,1765.5587437516551,0.008812968486487402
141,1766.552853326728,0.00880174586603785
142,1756.1852203146384,0.008750089643060835
143,1756.9206142451749,0.008770411745596044
144,1749.8650616284526,0.008734641661521932
145,1751.3684959690065,0.008726090707741406
146,1765.2194908866047,0.008795102925658443
147,1755.135949072355,0.008760494320170013
148,1745.2283991325683,0.008710437855310824
149,1750.683060472029,0.008722676025418034
150,1751.4166014733976,0.008726331022955532
151,1745.862141740688,0.008715741666553494
152,1737.8560331923886,0.008674998186610595
153,1744.162234118385,0.00869018665895573
154,1743.6606734895358,0.008687687701253343
155,1723.9453272205726,0.008606871722058738
156,1733.6576453648845,0.008654454178840223
157,1740.1788775590214,0.008670339996443831
158,1734.5829850913835,0.008642458632234892
159,1725.915709037274,0.008613570316524453
160,1730.21597773735,0.0086345211306243
161,1739.3318802214017,0.008666120194252173
162,1723.2801843350821,0.008586143252242655
163,1725.6953516430228,0.008612369513544422
164,1732.4704860489794,0.008645596729584664
165,1724.8032658709226,0.008593732236211534
166,1714.0144751332973,0.008539977656799728
167,1715.005558113521,0.008559583269052833
168,1716.3133361089465,0.008565694589655892
169,1712.2843832865249,0.008531357666450369
170,1718.5978349003478,0.008562814277753125
171,1720.5725765324382,0.008589487953305218
172,1701.7108301642397,0.008494797155245681
173,1708.4028841561644,0.00851201855434771
174,1711.413345671048,0.008527018143421543
175,1702.223590230483,0.008498805154420426
176,1699.7982293765479,0.008486201083505176
177,1705.2142721579892,0.008496131804044339
178,1705.5670901110573,0.00849788967370443
179,1706.9893628975365,0.00852006040658568
180,1705.2321711080203,0.008510760233860822
181,1704.0689162651117,0.008490425192948133
182,1698.3848516088333,0.008462104771327037
183,1678.9228109935527,0.008381077495842585
184,1673.0541890695233,0.008351121509069704
185,1691.1384023401858,0.008425999798193357
186,1691.631412701015,0.008428456265153024
187,1682.435894311266,0.00839833349955366
188,1682.122600169232,0.008396163157669915
189,1679.1782453773665,0.00836640889892341
190,1678.141585969577,0.00836124393178055
191,1678.1302102159264,0.008377148612584548
192,1680.2905065420293,0.008387253846908334
193,1687.9350844334513,0.008410039911875977
194,1677.2395233377054,0.008356749776913955
195,1666.1109179201007,0.008318437251210745
196,1666.7490070393694,0.008320912513139595
197,1674.9604523373346,0.008345394589034093
198,1675.9791143932482,0.008350470074432065
199,1668.82102149198,0.008332071306659194
200,1656.4371361935625,0.008269387809922334
201,1668.3901041963675,0.008312658350710777
202,1678.2853585124885,0.008361961165728578
203,1668.3445553117754,0.008327389987713759
204,1669.2339873722372,0.008331340144205356
205,1670.189397435989,0.0083216234861472
206,1667.079305607037,0.008306127689085412
207,1649.698482315965,0.008234443188019087
208,1654.7186806329717,0.008258708201598785
209,1668.7253578353102,0.008314329165503056
210,1661.3230711108577,0.008277447712369752
211,1653.435640440804,0.008254291521290601
212,1655.3289535319757,0.008263055195471342
213,1657.3692417562443,0.008257748158036793
214,1655.5571805856523,0.008248719653576939
215,1651.1523161262096,0.008241078316776293
216,1642.1357389302414,0.008195591687433425
217,1652.9368348504504,0.008235664037226217
218,1650.141078976819,0.008221734213187311
219,1653.3115438617701,0.008254550478454855
220,1641.3378388303931,0.008193887551317261
221,1640.943155330463,0.008175906232374646
222,1645.2494689495895,0.00819736227467928
223,1633.229939130922,0.00815391296199154
224,1633.8044117653637,0.008155852031693087
225,1633.4235060197593,0.008138440107505251
226,1642.6552128478559,0.008184436825953805
227,1633.3367717636324,0.008152878625455781
228,1645.3387739851669,0.008212078039534816
229,1642.9650023523038,0.00818598054240655
230,1644.805185582516,0.008195149314583
231,1632.9751301309793,0.008150170853278722
232,1646.4143103312529,0.008216282433650593
233,1640.813645411582,0.008175261944097324
234,1631.0551895921249,0.008126640632870967
235,1623.439290653496,0.008103248892344306
236,1614.8617267966872,0.008059805404054418
237,1629.523846034586,0.008119010901839955
238,1628.1229965321338,0.008112031376723498
239,1652.46916739044,0.00824914617183227
240,1656.1892340918282,0.008266693434413084
241,1652.6260701200388,0.00823411734156093
242,1626.7412082644275,0.00810514707084283
243,1617.8325032169973,0.008076182440088817
244,1621.5902928183289,0.008094145801426878
245,1622.9628135514085,0.008086321419988671
246,1612.8087492337193,0.008035729261944546
247,1610.8261072051346,0.008039678253580705
248,1623.7043129907418,0.008103164871945547
249,1632.269806130959,0.008132693349268206
250,1611.3080034464815,0.008028251995896771
251,1607.6911293969918,0.00802593894534929
252,1605.205544136666,0.008012654676400313
253,1611.9631080348997,0.008031516215240541
254,1618.0782225671476,0.008061984610016438
255,1618.3680498487513,0.008078222161955001
256,1607.6005429081342,0.008023730238670918
257,1609.4435197593523,0.008018962610648932
258,1605.5029800303662,0.007999329110539525
259,1615.3990323481296,0.008063212075482745
260,1623.2076289080394,0.008101428342079534
261,1601.5208856067518,0.007979488615490441
262,1609.166190265739,0.00801758116185937
263,1606.9465744151362,0.0080218150745864
264,1597.299768284489,0.007972794680707275
265,1599.9303361656023,0.007971564000200507
266,1606.9509700580236,0.00800654412940634
267,1602.0607983689215,0.007997510929566782
268,1598.0774984879608,0.007976874400679393
269,1596.4470918752852,0.007954208972272428
270,1600.936200441235,0.007976575927931244
271,1594.1569385816895,0.00795678147855008
272,1593.370742818821,0.00795202529191394
273,1600.0282316555943,0.007972052101603282
274,1605.449487839302,0.007999063352204478
275,1595.7488095348601,0.007965004837385324
276,1593.7018297294167,0.007954224743920862
277,1601.1169014812385,0.00797747650496444
278,1598.834372861542,0.00796610405702606
279,1590.6377929044436,0.007940693990725459
280,1586.0891732020602,0.00791713741296101
281,1601.1327046860742,0.007977555504231884
282,1619.56005859375,0.008069369309738169
283,1620.8784244133692,0.008092968080890764
284,1605.2665924897065,0.008013991905445429
285,1610.201620060162,0.008022741441798471
286,1606.0223041172446,0.008001918228084806
287,1592.0330839065364,0.007949189911159187
288,1585.4080909243212,0.007914889261913215
289,1608.2013117657962,0.00801277520427358
290,1626.0730359154027,0.008101820468182003
291,1606.323991189241,0.008018076431775824
292,1596.2335712539457,0.007967150066516342
293,1605.4438044415774,0.007999036337051839
294,1595.2062529403797,0.007948028163331813
295,1579.9640561784017,0.007887557414720843
296,1579.5113957222045,0.007884415379796643
297,1584.7038779154311,0.007895700455079004
298,1585.4089346558508,0.007899213466711724
299,1581.266702705275,0.00789353617096249
300,1583.2189127371173,0.00790235224643665
301,1596.756277710852,0.00795575138181448
302,1600.6433243577499,0.007975118477781215
303,1591.8429984819218,0.007945100120275161
304,1600.1603613594393,0.007986078550335169
305,1582.3484292134751,0.007883964996975268
306,1579.828957662095,0.00787141196001457
307,1578.458149887693,0.00787873820184576
