epoch,loss,mean_squared_error
0,12224.272133040602,0.06090690927022565
1,11057.244953239051,0.05509226234888073
2,10237.218960281707,0.05100651737982339
3,8864.418402846122,0.044237318008018646
4,7565.419540789714,0.037761778437177956
5,6894.8049833200275,0.03435305852687707
6,6544.466043068544,0.03260750720535752
7,6141.763078922029,0.03067541889425659
8,5648.408337053572,0.028167348780802317
9,5122.422470204151,0.025522223877700142
10,4770.8419893362225,0.02377048691557924
11,4524.439913670622,0.022581443563871602
12,4349.1995863868615,0.02170573434554829
13,4240.369246656877,0.021127428709916823
14,4030.744718008668,0.020082982413361976
15,3834.7379821149552,0.019124422445041794
16,3710.973087376456,0.018541006774517383
17,3601.615922245666,0.017944865207439358
18,3510.8659944186247,0.017492707125353116
19,3409.0647158306015,0.017018913800358446
20,3324.6876737391026,0.016596253164815646
21,3265.6882350949477,0.01627111843154922
22,3233.563860593921,0.01611105988590713
23,3187.7290219587053,0.015898753118089266
24,3100.9787439640054,0.015495616020085425
25,3078.1415284985173,0.01533667414523933
26,3024.4924334226735,0.015069369400042469
27,2967.090057979911,0.014796439435013704
28,2885.6153233571695,0.014415623552820224
29,2868.444789468807,0.01429186795369117
30,2834.8117453025206,0.01412429270015037
31,2772.6368705078125,0.013826621991821698
32,2692.168008842407,0.013448493732175807
33,2664.4837744497036,0.013275639663865097
34,2641.502486848483,0.01316113615354156
35,2571.787194921875,0.012825048269757203
36,2534.8981824887574,0.01266209851537436
37,2530.1818731823105,0.012606485607442411
38,2509.693508176038,0.012504403350235772
39,2494.6669244140626,0.012440670937725476
40,2473.2788370450703,0.01235500429170187
41,2426.8198117444117,0.012091488342895343
42,2409.1291272239964,0.012003345190662972
43,2370.6335478715814,0.011831976361129053
44,2359.7936542421867,0.011776661439327351
45,2345.7179213475138,0.011687401597163756
46,2334.347529724567,0.011630748925445071
47,2326.9111847608833,0.011615428575487365
48,2303.6060344785164,0.011498717577087869
49,2306.9860434427746,0.01149442190997792
50,2278.4196835260323,0.01135209108274566
51,2260.3807890942153,0.011294820333968027
52,2255.519827748326,0.011248482855302947
53,2234.3947820733065,0.011132739222588112
54,2216.6798884259524,0.01104447526014308
55,2195.3981442314675,0.01096535872882636
56,2192.69993500279,0.010933841027532304
57,2201.0943367394216,0.010966821277962767
58,2169.3665459625913,0.010808738679319184
59,2143.438522496463,0.010710779729044667
60,2145.249165332031,0.010698716867608683
61,2142.4532934035697,0.01067464500597685
62,2125.9098982985,0.010592218165551006
63,2114.695049906236,0.010555376402608814
64,2103.8421413336005,0.010500381944937427
65,2083.9812368128423,0.010383310476250022
66,2090.330964248546,0.01041494776243276
67,2081.737285102009,0.01039070055205281
68,2068.9541784505805,0.010325807603003574
69,2079.8890545698846,0.010362921659936653
70,2061.543232493157,0.010271514239075193
71,2041.086758385729,0.010196809143055421
72,2053.402083872768,0.010239789483164037
73,2045.0180824446852,0.010189178838211037
74,2033.887815600764,0.010133722868414909
75,2021.8993628410587,0.010094280789409599
76,2028.8629663583613,0.010127346186019374
77,2011.863773986371,0.010023989293207653
78,1999.953668079237,0.009964647791246428
79,2009.1576650761924,0.01002849809432072
80,1995.794166386701,0.0099606810731065
81,1986.3730744967495,0.009896983181799416
82,2012.9782131222912,0.010029542552184885
83,1965.5838492756527,0.009811499777863905
84,1967.5201776690622,0.009819994583312956
85,1967.0113231352645,0.009800514818107994
86,1959.9805649806112,0.00976548433290237
87,1978.2852605887276,0.009866133993651187
88,1939.4377245426945,0.009689674211466343
89,1941.653425007841,0.00967417030602041
90,1941.7652873018362,0.009674728022086142
91,1931.2584797627217,0.009640792925490993
92,1913.4242353242742,0.009551186513230784
93,1915.0317703581204,0.009541529417717761
94,1933.7122735907562,0.009634604636770095
95,1926.4555719561715,0.00961623203343841
96,1914.2710268769415,0.009554349075434572
97,1911.407411004505,0.009523471766389418
98,1921.6381711194115,0.009574446290133208
99,1899.3523176478795,0.009472457249462605
100,1868.9577104254604,0.00933695472315183
101,1880.3043203980383,0.00936850217803225
102,1878.7861813733177,0.00936093838735871
103,1885.4806414965474,0.00941040997994544
104,1870.1370294058045,0.009332945875599945
105,1883.5356030986256,0.009384602542803452
106,1880.7989711343807,0.009370967485758401
107,1883.4230677717824,0.009400911700872996
108,1862.309544995352,0.009294616081933198
109,1866.0537136105725,0.009297500174139103
110,1855.8092041015625,0.009246457524488877
111,1850.4209476738308,0.009236580894025324
112,1861.4272789179706,0.00929066601567281
113,1842.504852072166,0.00918016928404461
114,1847.5222176878992,0.009205168388430437
115,1838.7481498910481,0.009177697035328298
116,1839.0686472719326,0.009178605413365558
117,1834.2879451556798,0.009139229128830624
118,1828.5107938669023,0.009110444908567371
119,1840.1796661111339,0.009184148884239721
120,1832.2227375696298,0.009143505734572826
121,1835.3899099530965,0.009144720063973082
122,1829.4303250277999,0.009115026852483079
123,1829.4076749737853,0.0091347528591264
124,1823.9060312743804,0.009105666028399684
125,1840.450251001511,0.009169933695454885
126,1830.1329938234203,0.009118528475808184
127,1801.155928398129,0.008991043232688513
128,1789.9053562249933,0.008934140386698965
129,1794.3697246913491,0.008940339481022998
130,1793.6399816805429,0.008936703701360817
131,1781.4858425558023,0.008892397999087715
