epoch,loss,mean_squared_error
0,7373.575525232263,0.11251159193547997
1,7011.186206714527,0.10698200218580864
2,6846.833905194257,0.1044742217337763
3,5726.6788989396955,0.0884545594127175
4,5817.147646344163,0.089814908487305
5,5773.727895375845,0.08809992550192652
6,5775.156817461993,0.08812172449118383
7,5558.793796509471,0.08637732568732853
8,5664.068791990717,0.08693065421379723
9,5646.810428103885,0.0861633109885293
10,5630.834591427365,0.08591953846248421
11,5481.284551817825,0.08515535891056061
12,5534.417938370273,0.08493196939263044
13,5568.466282200169,0.08496787318506756
14,5487.925147804054,0.08373891723317069
15,5255.9638215114755,0.08121505651111824
16,5158.647543111531,0.0797692031510981
17,5120.323413745777,0.07812978568914775
18,5043.0728066934125,0.07695103738759015
19,4823.6650561341485,0.0745459183273165
20,4837.927618619592,0.07474774256322479
21,4772.830922719595,0.07282747811562307
22,4716.245829814189,0.07196406013256795
23,4562.106294744844,0.07049158352220179
24,4549.352092684387,0.0702910574348231
25,4647.278056376689,0.07091170045975093
26,4569.673445418074,0.06972754686265378
27,4456.186368374488,0.06893654693537038
28,4504.705993786134,0.06965611768737011
29,4485.912756017737,0.06844946137956671
30,4403.227499472128,0.06718778670639605
31,4228.256361022608,0.06569335081640569
32,4246.275596561214,0.065158503988682
33,4303.305057010135,0.06566308891853771
34,4146.088048986487,0.06326414725264988
35,3909.2186332216743,0.06072032989653129
36,3841.7036388558863,0.058927350040308045
37,3792.7035472972975,0.05787193201280929
38,3738.970261032517,0.057052025923857816
39,3580.545892327165,0.05560566196644772
40,3564.99585790669,0.05471436888024381
41,3460.2796729835304,0.05279954553053186
42,3429.3662241342904,0.052327843836030445
43,3321.7435999558093,0.05158474327881909
44,3396.2756281672296,0.051822920908799044
45,3286.403143495661,0.05044104377876356
46,3240.9544116870775,0.04945290461182594
47,3130.486763159043,0.0487733412155226
48,3139.106148384713,0.047898823647080244
49,3043.9407623415736,0.04677216014885908
50,3080.3597972972975,0.04700242516559523
51,2901.85919477239,0.04516530317550931
52,2954.598923141892,0.045083463997454255
53,2871.6253886478235,0.0440803557244917
54,2870.839216902449,0.043805391502541466
55,2682.9270780731713,0.041691668722882616
56,2780.9431020375846,0.04243368272845809
57,2710.413723609811,0.04160002443541196
58,2667.152904613598,0.04069737918876313
59,2559.831809532123,0.039836292950301194
60,2591.9622505806587,0.039550060053934924
61,2516.438535378912,0.03864737761071303
62,2573.6029481630067,0.039269918122807064
63,2466.7899300721238,0.03831334340089526
64,2474.085765941723,0.03775140683393221
65,2497.8994074641046,0.038114772455112356
66,2399.749315208916,0.03683010385139164
67,2397.9852811981714,0.0372739531183043
68,2416.1153993348817,0.03686684440519359
69,2343.056172138936,0.03575204604783574
70,2309.577325589298,0.03569626381905755
71,2277.0798604481056,0.0351873627001912
72,2276.801982157939,0.03474108552610552
73,2303.4857276710304,0.0351482466668696
74,2205.9984201768257,0.03410785581062416
75,2169.2684829892532,0.03353139242759168
76,2244.2860008445946,0.03424492876070577
77,2180.468495961782,0.03327115262682374
78,2124.2390436810497,0.03286883876083688
79,2115.341209040353,0.032730592237536396
80,2098.5764127164275,0.03202157684073255
81,2124.419453388936,0.03241591090084733
82,2087.0564557133616,0.03226488771252677
83,2063.4545050875654,0.031842936524457445
84,2031.8257792704815,0.031003041847332102
85,2049.0290032464104,0.03126554251522631
86,2059.8014020104515,0.03180519179618643
87,2019.889085300551,0.031197699213115493
88,2053.967265361064,0.031340892854574566
89,1989.516855600718,0.030357458100125596
90,1960.5980409146953,0.030490424847386403
91,1971.6471215746792,0.030271277289174916
92,1997.4526532147381,0.030478548157859494
93,2001.9623231630067,0.03054736086444275
94,1903.9862839875645,0.029428620203751345
95,1889.5134708550038,0.02919132442404269
96,1925.4673808329815,0.029380139970296138
97,1933.8123614336994,0.029507474369696668
98,1921.2664229076481,0.029507554010611295
99,1840.3781136795128,0.028656037492292553
100,1885.9799045872044,0.02877760980580304
101,1919.9108853726773,0.029295356340102247
102,1855.0860752639203,0.02868340197331625
103,1842.084038412921,0.028476428216448194
104,1866.1435381915119,0.028474931579989357
105,1862.2489310599663,0.02841550308103497
106,1779.5257765833926,0.02752468589830495
107,1753.2733014619753,0.027114604585483534
108,1806.4981953388935,0.027564814515613222
109,1806.6616144953548,0.0275673086478098
110,1753.4453388099032,0.027276165432104184
111,1736.8452885086804,0.026664763377732194
112,1823.7013863228462,0.027827314982140385
113,1771.5170337573902,0.02703104540705681
114,1769.9617280939178,0.027338407651579653
115,1741.1190189828167,0.02688620248029612
116,1743.419215846706,0.02660230642839058
117,1770.3473197318413,0.027013196836452227
118,1707.86406773743,0.026543801461434896
119,1705.69238811648,0.026183159198555083
120,1699.4424883868244,0.025931273561877174
121,1736.9920522328969,0.026504236046929617
122,1660.3729135455765,0.0257774551279385
123,1713.2498554862375,0.026273792266211064
124,1688.0645619985219,0.025757660334174697
125,1670.6622941300675,0.02549212350434548
126,1635.1577749923622,0.025416754434644844
127,1655.9219445950448,0.02542420937187904
128,1635.4042374894425,0.02495412845667955
129,1656.9832565720017,0.025283397653618374
130,1632.8124507785315,0.025247282117069527
131,1584.7935177720674,0.024530180535576863
132,1648.0362614812077,0.025146878299278183
133,1639.440419789907,0.02501571535862781
134,1582.7596651216913,0.024484486027193247
135,1605.0214836525322,0.02481997712461808
136,1609.6576719541808,0.024561267144776678
137,1595.729683540963,0.02434874260546388
138,1593.7057398119186,0.02461850125643113
139,1559.2857067972775,0.024061211542435013
140,1614.6280220650337,0.024637107561166223
141,1568.6641306837134,0.02407325354378104
142,1555.1568999419342,0.023729650152696145
143,1513.6488745799145,0.023555843222823888
144,1550.6919704127956,0.023661520986540896
145,1564.7518082370705,0.024021736944964123
146,1576.6750884184967,0.024057992004059458
147,1523.4665986300847,0.023665314948592107
148,1560.5002375422298,0.02381118356778815
149,1520.7966916385224,0.023338073253580307
150,1514.319618886454,0.02325943450045396
151,1510.8378181285207,0.023202327329478717
152,1501.5076683472755,0.023057537098473493
153,1495.4021818473227,0.022959874472129112
154,1510.245232916668,0.0231907024557301
155,1501.4172562049214,0.02304821267201583
156,1480.6723030009919,0.022735150632700707
157,1490.0481848073637,0.022873825446303286
158,1487.6035981049408,0.0226988677640219
159,1426.1589969566442,0.022031142733622045
160,1452.5375381965334,0.02229207586340813
161,1469.0054048672366,0.02254496891372856
162,1442.1998917863175,0.02200606173357448
163,1436.5337504613092,0.022223862049327848
164,1465.862763698395,0.022509797805370144
165,1416.9429382140418,0.021762283980865636
166,1413.1646431587837,0.02156301839528857
167,1379.2860915716255,0.02131742721277337
168,1391.5120309955664,0.021360142886475173
169,1407.0770034314125,0.021598315268681237
170,1388.2329455970769,0.02130643196346286
171,1374.9567326648078,0.021097489232211428
172,1353.4183405865697,0.020769028700239094
173,1383.8175567541616,0.021228777367287514
174,1362.5350667322084,0.02091001603326879
175,1353.1884853915262,0.020762318227609194
176,1348.8114064085942,0.020692967665300595
177,1353.892052722454,0.02077063692544937
178,1318.5934758013002,0.02023883798726786
179,1328.748129966311,0.020393270306460678
180,1336.4404337770786,0.02051006394878565
181,1324.9813454427574,0.020330270720659006
182,1313.8586474882452,0.02017451875523986
